DateTime,Total
6/16/2021 0:00,134.4820642
6/17/2021 0:00,159.2825764
6/18/2021 0:00,158.410995
6/19/2021 0:00,73.05530417
6/20/2021 0:00,76.17271861
6/21/2021 0:00,76.67644056
6/22/2021 0:00,213.9812464
6/23/2021 0:00,235.8211469
6/24/2021 0:00,294.6459806
6/25/2021 0:00,281.86759
6/26/2021 0:00,97.84058361
6/27/2021 0:00,66.12981694
6/28/2021 0:00,299.2712336
6/29/2021 0:00,315.3283706
6/30/2021 0:00,314.9212036
7/1/2021 0:00,327.8606372
7/2/2021 0:00,406.8585217
7/3/2021 0:00,200.2495892
7/4/2021 0:00,139.9462347
7/5/2021 0:00,360.8229631
7/6/2021 0:00,396.0652547
7/7/2021 0:00,282.8730139
7/8/2021 0:00,276.78622
7/9/2021 0:00,334.7342903
7/10/2021 0:00,109.8252306
7/11/2021 0:00,65.14201333
7/12/2021 0:00,237.3851075
7/13/2021 0:00,265.7765831
7/14/2021 0:00,344.1871758
7/15/2021 0:00,306.9020714
7/16/2021 0:00,328.9052042
7/17/2021 0:00,71.90569695
7/18/2021 0:00,64.83617861
7/19/2021 0:00,403.6074711
7/20/2021 0:00,322.7554761
7/21/2021 0:00,316.4038172
7/22/2021 0:00,355.7959419
7/23/2021 0:00,330.9009033
7/24/2021 0:00,70.705375
7/25/2021 0:00,65.94757333
7/26/2021 0:00,379.4760094
7/27/2021 0:00,331.4580103
7/28/2021 0:00,318.7885633
7/29/2021 0:00,296.6765128
7/30/2021 0:00,178.2047475
7/31/2021 0:00,70.03571139
8/1/2021 0:00,70.1330975
8/2/2021 0:00,214.7917011
8/3/2021 0:00,432.0300894
8/4/2021 0:00,388.8977622
8/5/2021 0:00,373.5278642
8/6/2021 0:00,356.4390175
8/7/2021 0:00,65.10483639
8/8/2021 0:00,65.24206083
8/9/2021 0:00,386.7528961
8/10/2021 0:00,325.5431647
8/11/2021 0:00,342.6499642
8/12/2021 0:00,305.3343839
8/13/2021 0:00,275.0231892
8/14/2021 0:00,66.67399445
8/15/2021 0:00,66.95756583
8/16/2021 0:00,66.81210722
8/17/2021 0:00,163.9312564
8/18/2021 0:00,186.2838389
8/19/2021 0:00,169.1183072
8/20/2021 0:00,156.8735803
8/21/2021 0:00,66.00329472
8/22/2021 0:00,147.2799386
8/23/2021 0:00,385.4711022
8/24/2021 0:00,376.0857867
8/25/2021 0:00,333.2394664
8/26/2021 0:00,345.6105042
8/27/2021 0:00,337.2436508
8/28/2021 0:00,149.6975961
8/29/2021 0:00,64.68476278
8/30/2021 0:00,377.9811128
8/31/2021 0:00,333.7795894
9/1/2021 0:00,341.6496103
9/2/2021 0:00,342.0540806
9/3/2021 0:00,282.6528969
9/4/2021 0:00,104.5344281
9/5/2021 0:00,113.4869889
9/6/2021 0:00,338.0732008
9/7/2021 0:00,343.9327714
9/8/2021 0:00,333.3255811
9/9/2021 0:00,346.201205
9/10/2021 0:00,304.1532575
9/11/2021 0:00,67.25290472
9/12/2021 0:00,64.20204055
9/13/2021 0:00,271.5109531
9/14/2021 0:00,259.8822242
9/15/2021 0:00,246.7073178
9/16/2021 0:00,198.7649658
9/17/2021 0:00,222.9586089
9/18/2021 0:00,128.4077061
9/19/2021 0:00,164.2719425
9/20/2021 0:00,287.4015347
9/21/2021 0:00,293.6500669
9/22/2021 0:00,264.4538989
9/23/2021 0:00,240.3953775
9/24/2021 0:00,185.2105831
9/25/2021 0:00,154.2202944
9/26/2021 0:00,116.258705
9/27/2021 0:00,221.6604144
9/28/2021 0:00,247.3431858
9/29/2021 0:00,336.7453022
9/30/2021 0:00,279.0884667
10/1/2021 0:00,105.4431131
10/2/2021 0:00,183.0175781
10/3/2021 0:00,162.6939358
10/4/2021 0:00,296.0331619
10/5/2021 0:00,244.7007053
10/6/2021 0:00,245.3170353
10/7/2021 0:00,262.2532083
10/8/2021 0:00,242.6649969
10/9/2021 0:00,84.26490111
10/10/2021 0:00,108.0365767
10/11/2021 0:00,279.3283139
10/12/2021 0:00,297.0646778
10/13/2021 0:00,260.6172286
10/14/2021 0:00,265.9386558
10/15/2021 0:00,227.1929603
10/16/2021 0:00,140.7859386
10/17/2021 0:00,124.3791572
10/18/2021 0:00,222.810855
10/19/2021 0:00,227.7072603
10/20/2021 0:00,207.9856975
10/21/2021 0:00,195.1130711
10/22/2021 0:00,190.5084225
10/23/2021 0:00,229.2085711
10/24/2021 0:00,210.5396117
10/25/2021 0:00,381.4046822
10/26/2021 0:00,404.3096806
10/27/2021 0:00,381.0269058
10/28/2021 0:00,179.5751408
10/29/2021 0:00,322.8168847
10/30/2021 0:00,197.4527747
10/31/2021 0:00,172.8636028
10/31/2021 23:00,384.1777392
11/1/2021 23:00,405.4688336
11/2/2021 23:00,402.9792283
11/3/2021 23:00,412.9710131
11/4/2021 23:00,415.7542217
11/5/2021 23:00,257.5093619
11/6/2021 23:00,206.6535211
11/7/2021 23:00,397.3333719
11/8/2021 23:00,419.4446236
11/9/2021 23:00,380.5701447
11/10/2021 23:00,397.7730506
11/11/2021 23:00,330.2016669
11/12/2021 23:00,207.4282275
11/13/2021 23:00,178.3798606
11/14/2021 23:00,330.8541547
11/15/2021 23:00,346.0594294
11/16/2021 23:00,330.8862689
11/17/2021 23:00,347.185695
11/18/2021 23:00,327.3839936
11/19/2021 23:00,188.9404011
11/20/2021 23:00,147.2959514
11/21/2021 23:00,313.4552931
11/22/2021 23:00,314.2817603
11/23/2021 23:00,340.3493697
11/24/2021 23:00,317.4585647
11/25/2021 23:00,302.6244236
11/26/2021 23:00,171.65168
11/27/2021 23:00,146.7889408
11/28/2021 23:00,306.4474342
11/29/2021 23:00,316.7329519
11/30/2021 23:00,302.0712053
12/1/2021 23:00,304.1379681
12/2/2021 23:00,325.0160706
12/3/2021 23:00,128.5062942
12/4/2021 23:00,131.4081469
12/5/2021 23:00,293.7933486
12/6/2021 23:00,309.5885178
12/7/2021 23:00,371.4761656
12/8/2021 23:00,321.1900067
12/9/2021 23:00,304.4394256
12/10/2021 23:00,241.1298175
12/11/2021 23:00,140.2688189
12/12/2021 23:00,297.0793003
12/13/2021 23:00,363.77804
12/14/2021 23:00,326.1760194
12/15/2021 23:00,315.2560636
12/16/2021 23:00,340.3825875
12/17/2021 23:00,224.625105
12/18/2021 23:00,139.5121694
12/19/2021 23:00,416.886185
12/20/2021 23:00,396.2044644
12/21/2021 23:00,425.0799853
12/22/2021 23:00,396.3642903
12/23/2021 23:00,126.9990861
12/24/2021 23:00,128.8175411
12/25/2021 23:00,125.7220922
12/26/2021 23:00,255.2334169
12/27/2021 23:00,280.3338539
12/28/2021 23:00,249.48606
12/29/2021 23:00,173.9109972
12/30/2021 23:00,128.7815619
12/31/2021 23:00,127.1384961
1/1/2022 23:00,128.3421194
1/2/2022 23:00,268.0286672
1/3/2022 23:00,260.9729397
1/4/2022 23:00,255.4896653
1/5/2022 23:00,141.6352908
1/6/2022 23:00,265.8574958
1/7/2022 23:00,140.5880253
1/8/2022 23:00,134.1272844
1/9/2022 23:00,360.4405058
1/10/2022 23:00,313.2818258
1/11/2022 23:00,304.5060672
1/12/2022 23:00,301.0737517
1/13/2022 23:00,282.9927131
1/14/2022 23:00,134.2145683
1/15/2022 23:00,131.7931956
1/16/2022 23:00,357.584785
1/17/2022 23:00,333.4654144
1/18/2022 23:00,395.9431944
1/19/2022 23:00,381.1836303
1/20/2022 23:00,323.1348772
1/21/2022 23:00,135.5150347
1/22/2022 23:00,133.3709017
1/23/2022 23:00,354.9562169
1/24/2022 23:00,380.2846153
1/25/2022 23:00,345.6045719
1/26/2022 23:00,348.4597008
1/27/2022 23:00,353.5898892
1/28/2022 23:00,139.4746544
1/29/2022 23:00,129.8716447
1/30/2022 23:00,360.0537625
1/31/2022 23:00,321.8383383
2/1/2022 23:00,314.5423758
2/2/2022 23:00,329.35577
2/3/2022 23:00,261.0582319
2/4/2022 23:00,121.1729267
2/5/2022 23:00,122.5175403
2/6/2022 23:00,289.8153619
2/7/2022 23:00,288.0307636
2/8/2022 23:00,319.3582042
2/9/2022 23:00,326.1827628
2/10/2022 23:00,293.4542114
2/11/2022 23:00,181.600175
2/12/2022 23:00,157.78724
2/13/2022 23:00,461.0514225
2/14/2022 23:00,487.6534531
2/15/2022 23:00,426.9552683
2/16/2022 23:00,435.9635828
2/17/2022 23:00,404.7977547
2/18/2022 23:00,272.8984964
2/19/2022 23:00,199.7083331
2/20/2022 23:00,394.3493928
2/21/2022 23:00,338.9778086
2/22/2022 23:00,361.1799911
2/23/2022 23:00,302.3289689
2/24/2022 23:00,345.4671347
2/25/2022 23:00,158.9490797
2/26/2022 23:00,154.4443353
2/27/2022 23:00,334.1718456
2/28/2022 23:00,390.63025
3/1/2022 23:00,410.24308
3/2/2022 23:00,363.2669983
3/3/2022 23:00,361.7573894
3/4/2022 23:00,153.7508578
3/5/2022 23:00,156.6254425
3/6/2022 23:00,157.2261089
3/7/2022 23:00,377.3937789
3/8/2022 23:00,412.080225
3/9/2022 23:00,327.4711058
3/10/2022 23:00,368.8013328
3/11/2022 23:00,198.0488778
3/12/2022 23:00,145.2723856
3/13/2022 23:00,481.9030775
3/14/2022 23:00,505.4137033
3/15/2022 23:00,466.0172764
3/16/2022 23:00,583.5230133
3/17/2022 23:00,492.1242308
3/18/2022 23:00,311.1630531
3/19/2022 23:00,198.8713919
3/20/2022 23:00,459.2831367
3/21/2022 23:00,471.5996494
3/22/2022 23:00,462.7817322
3/23/2022 23:00,539.1105106
3/24/2022 23:00,285.0238511
3/25/2022 23:00,266.4828672
3/26/2022 23:00,270.6188847
3/28/2022 0:00,429.4126492
3/29/2022 0:00,363.1035944
3/30/2022 0:00,328.1870828
3/31/2022 0:00,321.1702953
4/1/2022 0:00,161.7635028
4/2/2022 0:00,159.8478733
4/3/2022 0:00,168.8384936
4/4/2022 0:00,309.5397647
4/5/2022 0:00,325.544905
4/6/2022 0:00,304.2068092
4/7/2022 0:00,330.9850897
4/8/2022 0:00,345.7341717
4/9/2022 0:00,261.4635153
4/10/2022 0:00,210.5159944
4/11/2022 0:00,353.9440339
4/12/2022 0:00,365.4003544
4/13/2022 0:00,363.5376867
4/14/2022 0:00,360.720915
4/15/2022 0:00,320.0563706
4/16/2022 0:00,194.1196606
4/17/2022 0:00,195.0392606
4/18/2022 0:00,283.3809567
4/19/2022 0:00,248.3701892
4/20/2022 0:00,231.8994389
4/21/2022 0:00,233.3475633
4/22/2022 0:00,177.6838553
4/23/2022 0:00,183.946055
4/24/2022 0:00,189.1543683
4/25/2022 0:00,197.7312331
4/26/2022 0:00,190.3680072
4/27/2022 0:00,269.6392333
4/28/2022 0:00,303.2066956
4/29/2022 0:00,292.0838736
4/30/2022 0:00,252.52787
5/1/2022 0:00,236.3401375
5/2/2022 0:00,376.0549533
5/3/2022 0:00,428.2348111
5/4/2022 0:00,417.2653392
5/5/2022 0:00,395.6337644
5/6/2022 0:00,349.5638711
5/7/2022 0:00,231.6862622
5/8/2022 0:00,197.8983275
5/9/2022 0:00,395.4747556
5/10/2022 0:00,401.0334931
5/11/2022 0:00,415.2645622
5/12/2022 0:00,417.0926411
5/13/2022 0:00,416.307145
5/14/2022 0:00,308.1396022
5/15/2022 0:00,225.0894972
5/16/2022 0:00,456.6232572
5/17/2022 0:00,437.3812931
5/18/2022 0:00,464.6896778
5/19/2022 0:00,468.9096728
5/20/2022 0:00,448.5548206
5/21/2022 0:00,250.8826142
5/22/2022 0:00,231.3878108
5/23/2022 0:00,434.1042072
5/24/2022 0:00,455.4274708
5/25/2022 0:00,496.59764
5/26/2022 0:00,478.6726736
5/27/2022 0:00,521.8131672
5/28/2022 0:00,263.8149139
5/29/2022 0:00,252.1428589
5/30/2022 0:00,500.9069208
5/31/2022 0:00,465.7995539
6/1/2022 0:00,535.0719486
6/2/2022 0:00,558.8638636
6/3/2022 0:00,484.6132506
6/4/2022 0:00,327.703535
6/5/2022 0:00,259.5292656
6/6/2022 0:00,590.0323567
6/7/2022 0:00,608.1899733
6/8/2022 0:00,587.0758036
6/9/2022 0:00,586.4349275
6/10/2022 0:00,580.5417442
6/11/2022 0:00,373.6665642
6/12/2022 0:00,281.6349136
6/13/2022 0:00,278.4740272
6/14/2022 0:00,517.1766939
6/15/2022 0:00,478.5512581
6/16/2022 0:00,494.1928853
6/17/2022 0:00,483.3424544
6/18/2022 0:00,290.9704525
6/19/2022 0:00,290.5422511
6/20/2022 0:00,507.0179253
6/21/2022 0:00,482.0179158
6/22/2022 0:00,466.5872961
6/23/2022 0:00,529.9532661
6/24/2022 0:00,504.2113744
6/25/2022 0:00,324.3348747
6/26/2022 0:00,323.0497067
6/27/2022 0:00,395.8251967
6/28/2022 0:00,416.0269967
6/29/2022 0:00,431.99107
6/30/2022 0:00,456.2929086
7/1/2022 0:00,456.7316233
7/2/2022 0:00,281.0656097
7/3/2022 0:00,286.4331339
7/4/2022 0:00,680.6206956
7/5/2022 0:00,556.5964383
7/6/2022 0:00,566.1445331
7/7/2022 0:00,496.2326542
7/8/2022 0:00,542.9626928
7/9/2022 0:00,355.3755064
7/10/2022 0:00,260.7058164
7/11/2022 0:00,509.0682078
7/12/2022 0:00,516.7118936
7/13/2022 0:00,509.6666836
7/14/2022 0:00,506.6378225
7/15/2022 0:00,512.6799756
7/16/2022 0:00,372.2185453
7/17/2022 0:00,270.9185036
7/18/2022 0:00,527.9549397
7/19/2022 0:00,536.3017286
7/20/2022 0:00,540.3611936
7/21/2022 0:00,489.3903117
7/22/2022 0:00,489.7444272
7/23/2022 0:00,274.6930375
7/24/2022 0:00,276.0156792
7/25/2022 0:00,498.8353467
7/26/2022 0:00,517.5606386
7/27/2022 0:00,505.8179242
7/28/2022 0:00,500.1994192
7/29/2022 0:00,505.3353658
7/30/2022 0:00,269.2665314
7/31/2022 0:00,257.5425033
8/1/2022 0:00,528.0255417
8/2/2022 0:00,544.4721306
8/3/2022 0:00,577.1026533
8/4/2022 0:00,501.3772117
8/5/2022 0:00,491.6430975
8/6/2022 0:00,272.2852347
8/7/2022 0:00,265.1577
8/8/2022 0:00,404.3891389
8/9/2022 0:00,429.1961364
8/10/2022 0:00,390.5717011
8/11/2022 0:00,416.8622672
8/12/2022 0:00,449.8327797
8/13/2022 0:00,262.6029736
8/14/2022 0:00,265.3120383
8/15/2022 0:00,258.1663394
8/16/2022 0:00,255.610795
8/17/2022 0:00,435.6952828
8/18/2022 0:00,414.2189756
8/19/2022 0:00,430.8771228
8/20/2022 0:00,248.7423903
8/21/2022 0:00,247.9506178
8/22/2022 0:00,526.6285158
8/23/2022 0:00,486.7185183
8/24/2022 0:00,493.9767333
8/25/2022 0:00,409.7913578
8/26/2022 0:00,407.2928975
8/27/2022 0:00,253.1145889
8/28/2022 0:00,223.0523414
8/29/2022 0:00,492.6262956
8/30/2022 0:00,482.7573364
8/31/2022 0:00,502.9772072
9/1/2022 0:00,498.5671053
9/2/2022 0:00,472.2649514
9/3/2022 0:00,342.7698011
9/4/2022 0:00,306.3688253
9/5/2022 0:00,607.29315
9/6/2022 0:00,585.3515475
9/7/2022 0:00,588.0898656
9/8/2022 0:00,520.4265994
9/9/2022 0:00,491.8514961
9/10/2022 0:00,260.4170256
9/11/2022 0:00,240.6073181
9/12/2022 0:00,561.13497
9/13/2022 0:00,519.3159125
9/14/2022 0:00,601.5794892
9/15/2022 0:00,550.0980622
9/16/2022 0:00,526.1611308
9/17/2022 0:00,286.0426133
9/18/2022 0:00,274.2651475
9/19/2022 0:00,587.6877528
9/20/2022 0:00,555.4722247
9/21/2022 0:00,540.3588031
9/22/2022 0:00,469.5896808
9/23/2022 0:00,419.8998989
9/24/2022 0:00,231.2168833
9/25/2022 0:00,222.5727325
9/26/2022 0:00,518.9903658
9/27/2022 0:00,546.9330256
9/28/2022 0:00,556.7700425
9/29/2022 0:00,566.9849658
9/30/2022 0:00,558.8564442
10/1/2022 0:00,369.8561069
10/2/2022 0:00,327.9126058
10/3/2022 0:00,658.0783886
10/4/2022 0:00,650.1900867
10/5/2022 0:00,614.2163175
10/6/2022 0:00,569.8507114
10/7/2022 0:00,453.2476069
10/8/2022 0:00,227.6675467
10/9/2022 0:00,225.5430675
10/10/2022 0:00,474.0240872
10/11/2022 0:00,514.6519672
10/12/2022 0:00,512.9795353
10/13/2022 0:00,526.2742603
10/14/2022 0:00,465.6798003
10/15/2022 0:00,253.64352
10/16/2022 0:00,238.360235
10/17/2022 0:00,393.3075064
10/18/2022 0:00,470.5449464
10/19/2022 0:00,485.5527778
10/20/2022 0:00,443.1430328
10/21/2022 0:00,401.5978164
10/22/2022 0:00,228.1576772
10/23/2022 0:00,210.9878381
10/24/2022 0:00,396.0016339
10/25/2022 0:00,431.4251228
10/26/2022 0:00,451.8098744
10/27/2022 0:00,446.0457989
10/28/2022 0:00,221.3021389
10/29/2022 0:00,211.7046933
10/30/2022 0:00,209.1760939
10/30/2022 23:00,411.8357764
10/31/2022 23:00,406.9751228
11/1/2022 23:00,490.2181731
11/2/2022 23:00,404.635015
11/3/2022 23:00,381.2840053
11/4/2022 23:00,212.7933069
11/5/2022 23:00,199.6605519
11/6/2022 23:00,368.8584739
11/7/2022 23:00,392.5586519
11/8/2022 23:00,370.900075
11/9/2022 23:00,367.3649606
11/10/2022 23:00,349.1270089
11/11/2022 23:00,193.9947928
11/12/2022 23:00,192.2628186
11/13/2022 23:00,359.33689
11/14/2022 23:00,360.1291867
11/15/2022 23:00,339.9048228
11/16/2022 23:00,342.84313
11/17/2022 23:00,330.5648111
11/18/2022 23:00,188.1204381
11/19/2022 23:00,184.3736983
11/20/2022 23:00,359.8619908
11/21/2022 23:00,356.5247436
11/22/2022 23:00,346.6769208
11/23/2022 23:00,325.7407447
11/24/2022 23:00,315.1597533
11/25/2022 23:00,207.0223883
11/26/2022 23:00,172.8907233
11/27/2022 23:00,318.5247192
11/28/2022 23:00,333.0634667
11/29/2022 23:00,331.5108378
11/30/2022 23:00,330.8114322
12/1/2022 23:00,317.3144656
12/2/2022 23:00,268.3590583
12/3/2022 23:00,198.9522008
12/4/2022 23:00,338.7354369
12/5/2022 23:00,340.5605897
12/6/2022 23:00,339.8293239
12/7/2022 23:00,346.6934889
12/8/2022 23:00,323.4352411
12/9/2022 23:00,224.2805025
12/10/2022 23:00,167.3595122
12/11/2022 23:00,327.5429353
12/12/2022 23:00,351.3229103
12/13/2022 23:00,332.9678097
12/14/2022 23:00,326.6915894
12/15/2022 23:00,298.7337669
12/16/2022 23:00,166.8097686
12/17/2022 23:00,167.1594833
12/18/2022 23:00,303.6381589
12/19/2022 23:00,332.2847911
12/20/2022 23:00,337.8370239
12/21/2022 23:00,319.6343742
12/22/2022 23:00,278.6591558
12/23/2022 23:00,168.5308528
12/24/2022 23:00,168.978365
12/25/2022 23:00,167.79166
12/26/2022 23:00,260.2454403
12/27/2022 23:00,253.7099358
12/28/2022 23:00,243.4645097
12/29/2022 23:00,152.2554528
12/30/2022 23:00,154.2333656
12/31/2022 23:00,152.9069461
1/1/2023 23:00,154.3943053
1/2/2023 23:00,254.2817147
1/3/2023 23:00,250.1571928
1/4/2023 23:00,228.4305922
1/5/2023 23:00,155.3863219
1/6/2023 23:00,160.9614989
1/7/2023 23:00,154.7712331
1/8/2023 23:00,352.1330044
1/9/2023 23:00,402.4358053
1/10/2023 23:00,351.4322928
1/11/2023 23:00,359.0796097
1/12/2023 23:00,332.4788892
1/13/2023 23:00,158.1763692
1/14/2023 23:00,160.9352042
1/15/2023 23:00,366.4919197
1/16/2023 23:00,462.9471172
1/17/2023 23:00,457.4364719
1/18/2023 23:00,425.247915
1/19/2023 23:00,412.3093889
1/20/2023 23:00,284.9389428
1/21/2023 23:00,157.2897483
1/22/2023 23:00,300.7796397
1/23/2023 23:00,286.4469628
1/24/2023 23:00,287.0198417
1/25/2023 23:00,283.2089933
1/26/2023 23:00,293.6300694
1/27/2023 23:00,219.2528789
1/28/2023 23:00,154.6799828
1/29/2023 23:00,290.8531144
1/30/2023 23:00,314.2891392
1/31/2023 23:00,313.3574206
2/1/2023 23:00,296.2316197
2/2/2023 23:00,316.72744
2/3/2023 23:00,274.0206011
2/4/2023 23:00,265.1392608
2/5/2023 23:00,393.8664103
2/6/2023 23:00,396.3500717
2/7/2023 23:00,431.9737389
2/8/2023 23:00,375.7934631
2/9/2023 23:00,365.3039914
2/10/2023 23:00,220.6744658
2/11/2023 23:00,203.15025
2/12/2023 23:00,365.7218022
2/13/2023 23:00,366.3840614
2/14/2023 23:00,361.614535
2/15/2023 23:00,359.3110264
2/16/2023 23:00,323.0760575
2/17/2023 23:00,169.6569697
2/18/2023 23:00,162.9205547
2/19/2023 23:00,329.1868844
2/20/2023 23:00,308.5353844
2/21/2023 23:00,292.2780314
2/22/2023 23:00,295.4178017
2/23/2023 23:00,282.8136572
2/24/2023 23:00,136.5075386
2/25/2023 23:00,139.5913528
2/26/2023 23:00,137.30658
2/27/2023 23:00,321.8352828
2/28/2023 23:00,337.238075
3/1/2023 23:00,281.2545058
3/2/2023 23:00,277.3934047
3/3/2023 23:00,149.2371064
3/4/2023 23:00,147.3102122
3/5/2023 23:00,275.0166028
3/6/2023 23:00,296.6574442
3/7/2023 23:00,301.7358722
3/8/2023 23:00,280.4406525
3/9/2023 23:00,267.2325878
3/10/2023 23:00,184.6604928
3/11/2023 23:00,141.1236333
3/12/2023 23:00,276.6944642
3/13/2023 23:00,286.3041628
3/14/2023 23:00,308.7603394
3/15/2023 23:00,262.5591636
3/16/2023 23:00,278.8281567
3/17/2023 23:00,151.3435689
3/18/2023 23:00,139.8518414
3/19/2023 23:00,307.3457172
3/20/2023 23:00,294.8496225
3/21/2023 23:00,305.7346008
3/22/2023 23:00,318.161025
3/23/2023 23:00,308.8894811
3/24/2023 23:00,148.0072225
3/25/2023 23:00,146.4954333
3/27/2023 0:00,324.7854519
3/28/2023 0:00,317.8607825
3/29/2023 0:00,361.68732
3/30/2023 0:00,333.6949367
3/31/2023 0:00,331.1733506
4/1/2023 0:00,203.7766328
4/2/2023 0:00,204.2653203
4/3/2023 0:00,322.9415736
4/4/2023 0:00,299.4172375
4/5/2023 0:00,286.5222753
4/6/2023 0:00,292.2773183
4/7/2023 0:00,273.7980128
4/8/2023 0:00,193.0207108
4/9/2023 0:00,171.0328964
4/10/2023 0:00,264.4071619
4/11/2023 0:00,260.0837486
4/12/2023 0:00,235.8180467
4/13/2023 0:00,235.4093358
4/14/2023 0:00,155.9956786
4/15/2023 0:00,153.76389
4/16/2023 0:00,155.7786353
4/17/2023 0:00,165.4838117
4/18/2023 0:00,170.5391239
4/19/2023 0:00,242.6047189
4/20/2023 0:00,241.5285981
4/21/2023 0:00,247.0512519
4/22/2023 0:00,192.9563522
4/23/2023 0:00,158.5297306
4/24/2023 0:00,281.3729039
4/25/2023 0:00,297.5093333
4/26/2023 0:00,290.5085397
4/27/2023 0:00,287.1194442
4/28/2023 0:00,330.5082997
4/29/2023 0:00,319.3163725
4/30/2023 0:00,170.5921033
5/1/2023 0:00,174.9823281
5/2/2023 0:00,333.9662639
5/3/2023 0:00,308.1700625
5/4/2023 0:00,315.7781756
5/5/2023 0:00,316.6974894
5/6/2023 0:00,237.5395967
5/7/2023 0:00,192.0454244
5/8/2023 0:00,309.9687142
5/9/2023 0:00,331.7108406
5/10/2023 0:00,362.0091419
5/11/2023 0:00,331.6219578
5/12/2023 0:00,356.1888403
5/13/2023 0:00,180.1367564
5/14/2023 0:00,193.1289247
5/15/2023 0:00,398.8972728
5/16/2023 0:00,426.0013244
5/17/2023 0:00,433.3851911
5/18/2023 0:00,396.6483783
5/19/2023 0:00,398.2374397
5/20/2023 0:00,281.1555464
5/21/2023 0:00,218.35508
5/22/2023 0:00,395.1002153
5/23/2023 0:00,353.8141864
5/24/2023 0:00,344.36436
5/25/2023 0:00,327.0681567
5/26/2023 0:00,344.9845272
5/27/2023 0:00,221.4775403
5/28/2023 0:00,218.6862617
5/29/2023 0:00,334.1114836
5/30/2023 0:00,341.0122769
5/31/2023 0:00,341.7485958
6/1/2023 0:00,354.3445667
6/2/2023 0:00,336.3233753
6/3/2023 0:00,271.5321114
6/4/2023 0:00,204.1570339
6/5/2023 0:00,203.05291
6/6/2023 0:00,362.2875192
6/7/2023 0:00,376.6610353
6/8/2023 0:00,365.2801511
6/9/2023 0:00,377.9951061
6/10/2023 0:00,231.96211
6/11/2023 0:00,194.7552553
6/12/2023 0:00,340.5933444
6/13/2023 0:00,352.3293442
6/14/2023 0:00,351.4531103
6/15/2023 0:00,328.1412347
6/16/2023 0:00,347.2748975
6/17/2023 0:00,205.0988811
6/18/2023 0:00,202.0735656
6/19/2023 0:00,337.1755544
6/20/2023 0:00,344.5957125
6/21/2023 0:00,389.2851322
6/22/2023 0:00,348.008965
6/23/2023 0:00,342.8482489
6/24/2023 0:00,198.7682908
6/25/2023 0:00,196.0227342
6/26/2023 0:00,358.5268611
6/27/2023 0:00,329.1874831
6/28/2023 0:00,340.0568969
6/29/2023 0:00,336.5306106
6/30/2023 0:00,353.3621239
7/1/2023 0:00,192.3443083
7/2/2023 0:00,191.8461597
7/3/2023 0:00,389.2355931
7/4/2023 0:00,384.8671697
7/5/2023 0:00,402.7833086
7/6/2023 0:00,362.6367706
7/7/2023 0:00,412.7740414
7/8/2023 0:00,227.5492567
7/9/2023 0:00,209.1543403
7/10/2023 0:00,346.6921886
7/11/2023 0:00,341.4023475
7/12/2023 0:00,331.3658089
7/13/2023 0:00,341.1943497
7/14/2023 0:00,376.3717336
7/15/2023 0:00,195.91984
7/16/2023 0:00,180.2149028
7/17/2023 0:00,364.8180325
7/18/2023 0:00,400.2381442
7/19/2023 0:00,341.5377458
7/20/2023 0:00,388.4674361
7/21/2023 0:00,358.5860722
7/22/2023 0:00,175.5961411
7/23/2023 0:00,178.3328911
7/24/2023 0:00,384.11716
7/25/2023 0:00,358.7296872
7/26/2023 0:00,367.6004061
7/27/2023 0:00,400.5370578
7/28/2023 0:00,358.1849083
7/29/2023 0:00,179.5654094
7/30/2023 0:00,179.3452933
7/31/2023 0:00,346.5979572
8/1/2023 0:00,346.5066342
8/2/2023 0:00,348.0962556
8/3/2023 0:00,324.2651844
8/4/2023 0:00,340.4997792
8/5/2023 0:00,177.5618953
8/6/2023 0:00,176.5393869
8/7/2023 0:00,339.0390083
8/8/2023 0:00,345.1800103
8/9/2023 0:00,344.0580647
8/10/2023 0:00,275.8145867
8/11/2023 0:00,275.7912714
8/12/2023 0:00,177.9166786
8/13/2023 0:00,180.6983981
8/14/2023 0:00,181.4276942
8/15/2023 0:00,180.7756208
8/16/2023 0:00,375.2735778
8/17/2023 0:00,305.6567006
8/18/2023 0:00,329.4811175
8/19/2023 0:00,181.7649275
8/20/2023 0:00,179.9009725
8/21/2023 0:00,331.2487917
8/22/2023 0:00,355.8002847
8/23/2023 0:00,369.573835
8/24/2023 0:00,396.8548736
8/25/2023 0:00,362.14715
8/26/2023 0:00,254.3502608
8/27/2023 0:00,246.8233525
8/28/2023 0:00,369.0265256
8/29/2023 0:00,351.4109078
8/30/2023 0:00,446.9994361
8/31/2023 0:00,395.8106675
