Date;Lights [kWh];Total [kWh]
16/12/2022 23:00;29,15447361;42,53688389
17/12/2022 23:00;29,18022778;42,37351056
18/12/2022 23:00;37,56518917;61,44066944
19/12/2022 23:00;37,28944139;66,13499833
20/12/2022 23:00;38,72709194;61,45517972
21/12/2022 23:00;35,90887222;65,06794139
22/12/2022 23:00;34,46456722;57,91065944
23/12/2022 23:00;26,00526861;40,69411083
24/12/2022 23:00;26,05957028;40,73306472
25/12/2022 23:00;26,15560694;40,89861972
26/12/2022 23:00;33,03427694;53,05133667
27/12/2022 23:00;35,53879055;56,071815
28/12/2022 23:00;32,18555667;52,10774167
29/12/2022 23:00;26,06400056;40,76151222
30/12/2022 23:00;26,155265;40,90108972
31/12/2022 23:00;26,13660917;40,80957056
1/1/2023 23:00;26,39660806;43,03862083
2/1/2023 23:00;36,65866917;63,4479625
3/1/2023 23:00;35,83098139;62,91908111
4/1/2023 23:00;35,70583167;58,67487417
5/1/2023 23:00;30,95078417;44,45910417
6/1/2023 23:00;31,41823667;45,87799722
7/1/2023 23:00;30,77613167;44,22591417
8/1/2023 23:00;39,89995389;69,95068889
9/1/2023 23:00;40,41180805;68,98957333
10/1/2023 23:00;41,46395889;73,05163806
11/1/2023 23:00;38,39398194;64,91557722
12/1/2023 23:00;36,26307083;63,77427833
13/1/2023 23:00;20,37464361;36,21334806
14/1/2023 23:00;19,65755556;33,336485
15/1/2023 23:00;31,05780167;55,80348361
16/1/2023 23:00;29,39336056;58,98426028
17/1/2023 23:00;28,72392444;52,33761889
18/1/2023 23:00;24,54550056;42,67499472
19/1/2023 23:00;25,22243278;42,26414111
20/1/2023 23:00;16,4578975;26,44083722
21/1/2023 23:00;16,46292972;26,12738028
22/1/2023 23:00;26,887235;47,33207139
23/1/2023 23:00;26,61119167;47,07787278
24/1/2023 23:00;24,6049475;44,61548917
25/1/2023 23:00;26,92514278;51,47782972
26/1/2023 23:00;26,34762667;48,72288472
27/1/2023 23:00;17,76853583;29,82717
28/1/2023 23:00;14,70103611;23,36900111
29/1/2023 23:00;26,34905111;48,52788306
30/1/2023 23:00;27,05113722;46,00171417
31/1/2023 23:00;25,39692583;48,44621528
1/2/2023 23:00;24,48464195;48,9755525
2/2/2023 23:00;25,63590917;46,92845139
3/2/2023 23:00;13,98569278;26,55677833
4/2/2023 23:00;13,86890667;26,33805361
5/2/2023 23:00;25,08098556;47,5903775
6/2/2023 23:00;24,51091972;51,85738667
7/2/2023 23:00;28,04100806;58,46553222
8/2/2023 23:00;26,95903389;52,98818694
9/2/2023 23:00;27,33834639;53,01595889
10/2/2023 23:00;16,51889694;28,34043167
11/2/2023 23:00;13,66405945;22,64040306
12/2/2023 23:00;24,75156055;47,84319694
13/2/2023 23:00;26,25546028;52,17392639
14/2/2023 23:00;24,53448667;44,322215
15/2/2023 23:00;26,06385167;48,89578306
16/2/2023 23:00;25,58866778;49,25440139
17/2/2023 23:00;13,49255417;23,5545125
18/2/2023 23:00;12,52195389;22,86640195
19/2/2023 23:00;26,51207611;51,70427917
20/2/2023 23:00;25,73407361;49,22468917
21/2/2023 23:00;28,00465833;50,692185
22/2/2023 23:00;25,81648139;49,98103111
23/2/2023 23:00;25,06356778;46,61983861
24/2/2023 23:00;13,28036528;23,80686167
25/2/2023 23:00;14,12162083;24,52697861
26/2/2023 23:00;13,286755;23,73517417
27/2/2023 23:00;24,90663333;48,20915111
28/2/2023 23:00;26,08968222;48,8668625
1/3/2023 23:00;26,26188778;50,43173472
2/3/2023 23:00;25,42045722;43,33476417
3/3/2023 23:00;14,34342194;23,85586361
4/3/2023 23:00;13,93320028;23,21281972
5/3/2023 23:00;24,448985;43,3809175
6/3/2023 23:00;25,20598444;46,4134675
7/3/2023 23:00;25,7850875;49,23535139
8/3/2023 23:00;24,58968861;48,55674333
9/3/2023 23:00;26,94144361;47,9050975
10/3/2023 23:00;14,34020361;23,40066222
11/3/2023 23:00;12,93283028;22,42237806
12/3/2023 23:00;23,49456306;41,87249778
13/3/2023 23:00;25,23437722;48,25078556
14/3/2023 23:00;26,0861625;49,4524025
15/3/2023 23:00;24,43945778;44,6833225
16/3/2023 23:00;27,22457667;55,05709806
17/3/2023 23:00;14,8453075;33,34812556
18/3/2023 23:00;12,47467667;27,64867833
19/3/2023 23:00;24,73771833;54,10345083
20/3/2023 23:00;27,25303361;51,51718222
21/3/2023 23:00;25,10577083;49,178395
22/3/2023 23:00;26,30725806;50,92729389
23/3/2023 23:00;28,25770056;51,24918695
24/3/2023 23:00;14,38949889;24,58117722
25/3/2023 23:00;14,29380972;24,26209417
27/3/2023 0:00;27,41386083;49,7069275
28/3/2023 0:00;27,28330389;47,70025611
29/3/2023 0:00;26,9513225;50,29549111
30/3/2023 0:00;27,14051722;51,04191694
31/3/2023 0:00;25,59186972;48,96933111
1/4/2023 0:00;14,08203639;24,54383028
2/4/2023 0:00;13,62380194;24,32874639
3/4/2023 0:00;25,37800528;46,96387556
4/4/2023 0:00;26,22661028;45,302085
5/4/2023 0:00;26,23510833;48,89448833
6/4/2023 0:00;25,19678083;48,93516639
7/4/2023 0:00;28,28363028;51,07731056
8/4/2023 0:00;14,02663778;25,12656778
9/4/2023 0:00;13,28453417;23,95439139
10/4/2023 0:00;26,11934667;52,79290389
11/4/2023 0:00;24,72580139;51,33674889
12/4/2023 0:00;24,00818778;47,83608083
13/4/2023 0:00;21,54854222;47,28252333
14/4/2023 0:00;12,03871278;29,73268778
15/4/2023 0:00;11,90132667;28,75916222
16/4/2023 0:00;11,92121361;28,29097389
17/4/2023 0:00;12,07632556;29,26775889
18/4/2023 0:00;12,71975333;29,27175528
19/4/2023 0:00;22,5201575;49,43972778
20/4/2023 0:00;22,59643972;47,72921472
21/4/2023 0:00;23,15900083;47,47202861
22/4/2023 0:00;18,36004028;27,84444806
23/4/2023 0:00;17,26068139;25,21702583
24/4/2023 0:00;27,88007222;49,37042695
25/4/2023 0:00;26,63794583;48,99543111
26/4/2023 0:00;27,63777806;50,48864944
27/4/2023 0:00;27,09775611;46,65444111
28/4/2023 0:00;28,08781472;48,67878222
29/4/2023 0:00;16,84925806;26,72591889
30/4/2023 0:00;15,58616639;24,94660222
1/5/2023 0:00;15,604545;25,10714444
2/5/2023 0:00;27,99661583;51,25805722
3/5/2023 0:00;25,24496722;45,80282972
4/5/2023 0:00;26,78321528;46,18161333
5/5/2023 0:00;25,2435975;50,02585528
6/5/2023 0:00;14,25689306;25,00336306
7/5/2023 0:00;13,73071611;23,76673889
8/5/2023 0:00;24,74285444;48,17678445
9/5/2023 0:00;26,69549361;49,83346028
10/5/2023 0:00;26,05130639;48,86530389
11/5/2023 0:00;26,80462167;47,42051111
12/5/2023 0:00;28,41623694;51,17783861
13/5/2023 0:00;19,80658667;30,93135222
14/5/2023 0:00;19,29042806;27,21812
15/5/2023 0:00;27,59149083;50,51080389
16/5/2023 0:00;27,97476028;53,35241194
17/5/2023 0:00;27,13977472;48,83445361
18/5/2023 0:00;28,47843111;51,24434417
19/5/2023 0:00;29,17852917;54,77957889
20/5/2023 0:00;18,63978278;36,89283305
21/5/2023 0:00;14,64602;24,70361639
22/5/2023 0:00;28,55954556;52,82548667
23/5/2023 0:00;27,98690139;52,35929944
24/5/2023 0:00;27,06778389;53,79585722
25/5/2023 0:00;26,78582417;50,4670875
26/5/2023 0:00;25,98721195;49,17094361
27/5/2023 0:00;17,04843583;28,3451625
28/5/2023 0:00;16,91090222;28,047115
29/5/2023 0:00;27,89141667;50,1211125
30/5/2023 0:00;31,21976778;57,85794917
31/5/2023 0:00;27,069465;51,41738361
1/6/2023 0:00;27,68009778;53,708505
2/6/2023 0:00;27,47607556;50,16146
3/6/2023 0:00;13,46410583;23,92827
4/6/2023 0:00;13,33057167;23,58783528
5/6/2023 0:00;13,17228222;23,42718278
6/6/2023 0:00;26,12463556;48,43827833
7/6/2023 0:00;26,64752611;51,32245861
8/6/2023 0:00;25,97043333;49,41868833
9/6/2023 0:00;25,61425889;50,37348083
10/6/2023 0:00;13,28615389;23,70760444
11/6/2023 0:00;13,07630333;23,35769194
12/6/2023 0:00;25,11799389;48,4948575
13/6/2023 0:00;26,30781833;54,04201083
14/6/2023 0:00;26,31471139;53,47220083
15/6/2023 0:00;25,42535;47,64691389
16/6/2023 0:00;27,90264222;54,58001139
17/6/2023 0:00;13,70533306;24,35643556
18/6/2023 0:00;13,09917083;23,4283675
19/6/2023 0:00;26,14494722;53,91666583
20/6/2023 0:00;26,05127694;52,83646111
21/6/2023 0:00;27,81949361;57,889935
22/6/2023 0:00;28,56571861;58,37684083
23/6/2023 0:00;27,11376278;55,89178944
24/6/2023 0:00;14,98418389;27,09405361
25/6/2023 0:00;14,96749695;27,26418
26/6/2023 0:00;27,69828083;58,19850139
27/6/2023 0:00;25,09144778;47,51800972
28/6/2023 0:00;24,44673944;48,11165278
29/6/2023 0:00;24,60542778;48,56928722
30/6/2023 0:00;28,94513306;56,574355
1/7/2023 0:00;13,57312194;24,97727611
2/7/2023 0:00;13,55223056;25,28127917
3/7/2023 0:00;26,98311722;61,20122139
4/7/2023 0:00;28,28240167;61,11290444
5/7/2023 0:00;27,93919194;61,90856139
6/7/2023 0:00;27,02362306;56,97665389
7/7/2023 0:00;27,59759528;57,43714333
8/7/2023 0:00;18,62711306;37,1152325
9/7/2023 0:00;16,31058167;35,90084694
10/7/2023 0:00;26,72018889;57,85952889
11/7/2023 0:00;26,57965111;54,16799833
12/7/2023 0:00;26,99088639;53,34057611
13/7/2023 0:00;25,42442472;56,52623667
14/7/2023 0:00;25,85975611;60,89908306
15/7/2023 0:00;12,24478555;25,05516889
16/7/2023 0:00;12,22604611;25,34579611
17/7/2023 0:00;23,2210875;52,99118417
18/7/2023 0:00;28,63832306;64,27626889
19/7/2023 0:00;24,4062675;51,52370222
20/7/2023 0:00;25,27410417;58,33676445
21/7/2023 0:00;25,03895167;53,254605
22/7/2023 0:00;11,81399917;24,17090778
23/7/2023 0:00;11,77475833;24,52046972
24/7/2023 0:00;25,61194167;51,5714425
25/7/2023 0:00;23,93595083;50,99618111
26/7/2023 0:00;24,36465778;50,82964111
27/7/2023 0:00;26,81492611;78,34962056
28/7/2023 0:00;24,01260444;51,87968111
29/7/2023 0:00;11,46867056;24,96103806
30/7/2023 0:00;11,46560111;24,79512417
31/7/2023 0:00;24,14762528;58,56996667
1/8/2023 0:00;25,50917194;57,13198944
2/8/2023 0:00;24,95452833;57,34122917
3/8/2023 0:00;23,73919889;52,26693056
4/8/2023 0:00;23,72266722;52,94489278
5/8/2023 0:00;11,47053056;23,90681833
6/8/2023 0:00;11,46751889;24,05158167
7/8/2023 0:00;22,41986333;50,70032333
8/8/2023 0:00;24,5580875;54,25135361
9/8/2023 0:00;23,99169833;50,30649833
10/8/2023 0:00;21,40590972;45,40064055
11/8/2023 0:00;22,36932306;47,04015917
12/8/2023 0:00;12,34716111;25,47549944
13/8/2023 0:00;12,41264861;25,87630556
14/8/2023 0:00;12,41344028;25,81949306
15/8/2023 0:00;12,41266833;26,06456722
16/8/2023 0:00;24,56940333;57,64879667
17/8/2023 0:00;19,93219667;43,50580167
18/8/2023 0:00;21,07572917;45,8341475
19/8/2023 0:00;12,55474889;26,36628694
20/8/2023 0:00;12,51442111;26,5439925
21/8/2023 0:00;21,46073917;49,9964825
22/8/2023 0:00;23,49071805;53,46047472
23/8/2023 0:00;24,14075722;56,67145
24/8/2023 0:00;26,5075475;62,69665139
25/8/2023 0:00;26,34536778;56,56780111
26/8/2023 0:00;16,24725778;40,75445611
27/8/2023 0:00;16,21791944;40,71595917
28/8/2023 0:00;25,79326861;55,96850972
29/8/2023 0:00;25,25963611;49,66230972
30/8/2023 0:00;27,41506611;52,81073361
31/8/2023 0:00;27,53416444;54,36237333
1/9/2023 0:00;27,63679389;52,92387472
2/9/2023 0:00;21,70334278;43,98494667
3/9/2023 0:00;18,00795778;30,13982528
4/9/2023 0:00;26,72768917;56,64573306
5/9/2023 0:00;25,16658139;53,97152139
6/9/2023 0:00;26,713905;58,68593889
7/9/2023 0:00;25,62521917;56,40077889
8/9/2023 0:00;29,47378056;61,62098278
9/9/2023 0:00;22,62253833;40,969
10/9/2023 0:00;19,20448139;34,7241625
11/9/2023 0:00;27,67488555;57,27133722
12/9/2023 0:00;29,88205694;55,8894775
13/9/2023 0:00;29,16620167;60,64519417
14/9/2023 0:00;27,87473389;57,08463861
15/9/2023 0:00;28,2242775;58,92189944
16/9/2023 0:00;18,36276361;33,12724361
17/9/2023 0:00;16,43892833;27,8773225
18/9/2023 0:00;30,45635694;60,87183472
19/9/2023 0:00;31,14933167;62,03463083
20/9/2023 0:00;28,96561444;58,96260139
21/9/2023 0:00;27,89052222;54,20165333
22/9/2023 0:00;29,01323695;58,836095
23/9/2023 0:00;22,73328389;60,92944167
24/9/2023 0:00;13,71228611;26,1627475
25/9/2023 0:00;27,03467417;55,00221389
26/9/2023 0:00;28,48081167;57,21795111
27/9/2023 0:00;25,69460111;53,74331778
28/9/2023 0:00;26,74090361;56,89697
29/9/2023 0:00;25,91262972;52,87102167
30/9/2023 0:00;12,53787667;25,27600056
1/10/2023 0:00;12,53907889;25,16539778
2/10/2023 0:00;26,70513;55,43713028
3/10/2023 0:00;27,57907444;60,35593111
4/10/2023 0:00;27,61509055;58,18750444
5/10/2023 0:00;24,55238278;52,81475167
6/10/2023 0:00;24,44093917;55,78989361
7/10/2023 0:00;12,55366611;25,09970278
8/10/2023 0:00;12,62614694;25,02201639
9/10/2023 0:00;25,31860333;56,70261111
10/10/2023 0:00;25,15531278;55,87044611
11/10/2023 0:00;26,01966639;59,17201528
12/10/2023 0:00;25,55507556;58,43250361
13/10/2023 0:00;26,32922417;57,78523417
14/10/2023 0:00;13,95585778;30,09957306
15/10/2023 0:00;13,72109333;29,62858667
16/10/2023 0:00;24,52796028;53,56031556
17/10/2023 0:00;27,11492639;56,47694806
18/10/2023 0:00;27,0528625;52,08692972
19/10/2023 0:00;24,88854417;52,088135
20/10/2023 0:00;26,93189222;54,69908444
21/10/2023 0:00;16,1625025;31,13124195
22/10/2023 0:00;14,98162667;27,10934167
23/10/2023 0:00;25,99923333;54,62657972
24/10/2023 0:00;26,20759417;55,63076194
25/10/2023 0:00;26,9033275;53,79506972
26/10/2023 0:00;26,00658555;54,52269583
27/10/2023 0:00;27,86734111;51,6793
28/10/2023 0:00;12,87414583;26,45726611
29/10/2023 0:00;12,84704778;26,37994889
29/10/2023 23:00;26,12130639;53,56056389
30/10/2023 23:00;26,84827583;57,52268611
31/10/2023 23:00;26,62354972;56,83661583
1/11/2023 23:00;26,12449583;54,30942056
2/11/2023 23:00;25,65624889;52,81165944
3/11/2023 23:00;14,56071667;25,78791528
4/11/2023 23:00;14,44381722;27,06917472
5/11/2023 23:00;25,99950028;54,47971917
6/11/2023 23:00;25,97103556;56,55381833
7/11/2023 23:00;26,48057806;54,36602389
8/11/2023 23:00;27,5598525;50,59340833
9/11/2023 23:00;29,99151278;59,42755722
10/11/2023 23:00;16,31918167;27,7266825
11/11/2023 23:00;14,89676306;27,54700333
12/11/2023 23:00;26,01958889;47,29172
13/11/2023 23:00;24,39921389;50,42730556
14/11/2023 23:00;22,46049944;50,40862917
15/11/2023 23:00;21,51431111;41,17662861
16/11/2023 23:00;22,47423833;43,4863625
17/11/2023 23:00;12,83124472;23,83447695
18/11/2023 23:00;12,63470528;22,21101778
19/11/2023 23:00;24,98926;45,77577139
20/11/2023 23:00;26,57359833;49,75875583
21/11/2023 23:00;27,226315;48,96059639
22/11/2023 23:00;25,13130139;45,58060055
23/11/2023 23:00;27,25090417;51,15751028
24/11/2023 23:00;16,33145972;29,26664417
25/11/2023 23:00;13,18447528;22,397825
26/11/2023 23:00;24,58412583;47,05791861
27/11/2023 23:00;25,00566556;47,805595
28/11/2023 23:00;26,61975556;47,79220861
29/11/2023 23:00;24,49810889;47,55532305
30/11/2023 23:00;24,03419944;43,74365
1/12/2023 23:00;12,75011889;26,34263167
2/12/2023 23:00;12,61563111;26,07955389
3/12/2023 23:00;23,51936111;44,0317525
4/12/2023 23:00;24,8808;48,70102778
5/12/2023 23:00;25,34146306;45,69599555
6/12/2023 23:00;25,72322139;49,0819525
7/12/2023 23:00;27,56965583;51,15469861
8/12/2023 23:00;13,32243528;22,80704806
9/12/2023 23:00;13,45373528;22,46085583
10/12/2023 23:00;29,96944333;53,03304111
11/12/2023 23:00;25,64558056;49,32601306
12/12/2023 23:00;27,29699528;49,64625417
13/12/2023 23:00;25,64089611;49,11646833
14/12/2023 23:00;27,34892472;49,7597875
15/12/2023 23:00;14,55250833;27,50777222
16/12/2023 23:00;12,37527028;22,1024925
17/12/2023 23:00;26,05733417;47,57289722
18/12/2023 23:00;26,03203583;45,04054583
19/12/2023 23:00;27,55999694;50,34192333
20/12/2023 23:00;25,7217825;48,34176306
21/12/2023 23:00;23,94891083;44,47295417
22/12/2023 23:00;12,69087139;21,90295972
23/12/2023 23:00;12,82625028;22,01433611
24/12/2023 23:00;12,997305;22,06878806
25/12/2023 23:00;12,75223806;21,93469444
26/12/2023 23:00;18,93763556;38,15548722
27/12/2023 23:00;19,21262944;43,58220333
28/12/2023 23:00;18,2389225;41,96773472
29/12/2023 23:00;13,78779694;34,64925278
30/12/2023 23:00;14,00720528;35,41678389
31/12/2023 23:00;13,89117806;35,75314278
1/1/2024 23:00;20,47999167;47,73932722
2/1/2024 23:00;22,34698111;42,73515556
3/1/2024 23:00;22,07939278;45,18445861
4/1/2024 23:00;23,03582667;45,08694889
5/1/2024 23:00;13,69232972;26,14416861
6/1/2024 23:00;13,84169861;26,29970917
7/1/2024 23:00;24,70409556;49,38581333
8/1/2024 23:00;26,25869889;51,65605167
9/1/2024 23:00;26,87695139;48,34666
10/1/2024 23:00;24,43809889;47,11081472
11/1/2024 23:00;27,90646222;53,73371972
12/1/2024 23:00;18,09367833;31,96365555
13/1/2024 23:00;13,26653667;25,0583775
14/1/2024 23:00;24,73193056;48,59710333
15/1/2024 23:00;25,39027389;49,39791861
16/1/2024 23:00;30,25810694;58,29689861
17/1/2024 23:00;29,19924556;49,95179139
18/1/2024 23:00;25,11676972;48,26370972
19/1/2024 23:00;12,46684778;25,88186694
20/1/2024 23:00;13,02380639;26,0888025
21/1/2024 23:00;28,35730444;49,91287333
22/1/2024 23:00;28,70959278;50,59127861
23/1/2024 23:00;24,58416417;47,64624472
24/1/2024 23:00;26,01234222;48,4531125
25/1/2024 23:00;27,75284889;53,88740778
26/1/2024 23:00;13,29928889;26,11537222
27/1/2024 23:00;13,49862139;25,64972361
28/1/2024 23:00;25,9731175;53,36125306
29/1/2024 23:00;27,65941361;51,81138
30/1/2024 23:00;30,32456944;56,41230861
31/1/2024 23:00;27,73115;51,13284889
1/2/2024 23:00;25,00465694;49,69244361
2/2/2024 23:00;12,64683083;26,31153389
3/2/2024 23:00;12,92061278;26,16398528
4/2/2024 23:00;24,38128722;52,6187625
5/2/2024 23:00;25,80686306;52,77026389
6/2/2024 23:00;28,47485222;55,17993167
7/2/2024 23:00;24,51136417;49,51981944
8/2/2024 23:00;23,14720833;46,84236583
9/2/2024 23:00;11,01513;21,58562028
10/2/2024 23:00;10,81264861;21,17684639
11/2/2024 23:00;24,24510083;47,7490025
12/2/2024 23:00;24,67866583;50,61469528
13/2/2024 23:00;26,18879083;50,33686389
14/2/2024 23:00;23,47961111;43,59143306
15/2/2024 23:00;24,17333333;48,46895333
16/2/2024 23:00;13,16708556;23,20114695
17/2/2024 23:00;11,96110694;21,31286639
18/2/2024 23:00;24,63470667;47,87412222
19/2/2024 23:00;27,1778225;49,77475972
20/2/2024 23:00;25,0189;47,91613778
21/2/2024 23:00;26,02533944;48,50443333
22/2/2024 23:00;26,20881694;44,56681361
23/2/2024 23:00;15,00416972;24,48365472
24/2/2024 23:00;13,99687056;21,94374083
25/2/2024 23:00;25,18685056;45,22285278
26/2/2024 23:00;26,58303611;52,42799139
27/2/2024 23:00;27,0503875;47,47842056
28/2/2024 23:00;25,00566528;42,82870472
29/2/2024 23:00;26,35755611;44,23649389
1/3/2024 23:00;14,05341361;22,89626889
2/3/2024 23:00;14,58863695;22,73543222
3/3/2024 23:00;26,71106417;48,85896306
4/3/2024 23:00;25,62401333;47,85976861
5/3/2024 23:00;24,58077944;46,68543361
6/3/2024 23:00;23,75650667;44,55426861
7/3/2024 23:00;23,8039875;44,79173111
8/3/2024 23:00;12,27846667;21,85900583
9/3/2024 23:00;12,77438055;21,44661333
10/3/2024 23:00;24,19835278;46,43382
11/3/2024 23:00;24,6879825;50,19095583
12/3/2024 23:00;26,27532861;46,84116306
13/3/2024 23:00;25,32155194;43,21286556
14/3/2024 23:00;27,12557;49,98513028
15/3/2024 23:00;12,04247722;21,41307583
16/3/2024 23:00;11,91515833;21,04736389
17/3/2024 23:00;12,59529167;21,56333722
18/3/2024 23:00;27,25654028;49,80290944
19/3/2024 23:00;26,4683525;48,40336083
20/3/2024 23:00;26,079225;48,19706667
21/3/2024 23:00;25,17161139;48,90581528
22/3/2024 23:00;11,921235;21,49050333
23/3/2024 23:00;12,12836528;21,44154278
24/3/2024 23:00;11,99837944;21,26639972
25/3/2024 23:00;23,45362055;42,13533306
26/3/2024 23:00;22,46166;41,43158055
27/3/2024 23:00;21,79889833;40,67997944
28/3/2024 23:00;22,69790833;42,67840972
29/3/2024 23:00;11,289125;21,27516917
30/3/2024 23:00;11,57544167;22,13094556
1/4/2024 0:00;11,13455722;21,91636444
2/4/2024 0:00;23,64350389;46,84978083
3/4/2024 0:00;22,66968222;43,12653555
4/4/2024 0:00;23,41928194;43,263555
5/4/2024 0:00;24,03885;48,42355694
6/4/2024 0:00;11,96332417;22,74561805
7/4/2024 0:00;11,1629625;21,60911083
8/4/2024 0:00;24,57871333;47,24292889
9/4/2024 0:00;25,65863389;48,72133861
10/4/2024 0:00;24,878215;48,03397583
11/4/2024 0:00;25,94796833;50,7640925
12/4/2024 0:00;23,1378125;43,83589444
13/4/2024 0:00;11,62625028;22,70596083
14/4/2024 0:00;10,67634167;21,50529
15/4/2024 0:00;23,2066725;45,98381361
16/4/2024 0:00;25,02909333;49,60968944
17/4/2024 0:00;26,23008528;52,60332722
18/4/2024 0:00;26,91039972;48,99167
19/4/2024 0:00;26,41519528;48,72322
20/4/2024 0:00;11,37819361;21,99758444
21/4/2024 0:00;11,25936861;21,55042361
22/4/2024 0:00;24,64316472;47,8522125
23/4/2024 0:00;22,34517056;44,1020375
24/4/2024 0:00;23,0936925;47,81716306
25/4/2024 0:00;25,50912139;51,81989139
26/4/2024 0:00;24,4110775;50,51153889
27/4/2024 0:00;13,56526583;24,58962889
28/4/2024 0:00;10,39187278;21,13403861
29/4/2024 0:00;21,83988778;46,63203
30/4/2024 0:00;22,36309917;48,14668056
1/5/2024 0:00;14,15948778;23,23534528
2/5/2024 0:00;12,55966833;23,52175111
3/5/2024 0:00;10,55022667;21,96279694
4/5/2024 0:00;10,53240583;21,97811194
5/5/2024 0:00;11,42334556;22,11006694
6/5/2024 0:00;10,78151889;21,74316806
7/5/2024 0:00;21,06495111;42,36802778
8/5/2024 0:00;24,79067667;45,61507972
9/5/2024 0:00;30,36146361;57,966615
10/5/2024 0:00;31,11734222;58,09289722
11/5/2024 0:00;22,81501806;43,45416556
12/5/2024 0:00;15,58592194;30,52907917
13/5/2024 0:00;14,74014389;47,73542472
14/5/2024 0:00;24,95866972;55,15279861
15/5/2024 0:00;25,90708111;53,41784583
16/5/2024 0:00;23,50449444;51,75891639
17/5/2024 0:00;26,25829806;52,19323833
18/5/2024 0:00;14,74014389;28,31219611
19/5/2024 0:00;11,02970583;24,24697694
20/5/2024 0:00;23,33675333;51,57885694
21/5/2024 0:00;25,1606125;56,719375
22/5/2024 0:00;26,65940861;57,88263861
23/5/2024 0:00;26,96126889;56,93743361
24/5/2024 0:00;24,30368639;53,10857
25/5/2024 0:00;10,24927028;24,80369195
26/5/2024 0:00;10,00741667;24,16805167
27/5/2024 0:00;24,6699475;54,45142111
28/5/2024 0:00;23,92560389;52,58795583
29/5/2024 0:00;24,82399639;57,6315375
30/5/2024 0:00;25,12574944;57,47479694
31/5/2024 0:00;26,54973417;57,0868875
1/6/2024 0:00;13,94542861;26,11003361
2/6/2024 0:00;13,70490583;26,19663306
3/6/2024 0:00;25,50650583;55,17210583
4/6/2024 0:00;26,49234778;59,65624083
5/6/2024 0:00;25,33135306;56,94075444
6/6/2024 0:00;26,67794;75,21685083
7/6/2024 0:00;23,70246861;56,8548025
8/6/2024 0:00;10,12381611;28,09226722
9/6/2024 0:00;9,754586389;27,57796278
10/6/2024 0:00;24,61820833;60,07149861
11/6/2024 0:00;27,2452425;62,00229972
12/6/2024 0:00;26,90027333;64,77515917
13/6/2024 0:00;26,12169833;59,84605417
14/6/2024 0:00;26,68880833;66,65531083
15/6/2024 0:00;10,60129028;28,21452222
16/6/2024 0:00;10,7356275;28,78943055
17/6/2024 0:00;24,77249639;60,39379639
18/6/2024 0:00;24,60014555;58,86439333
19/6/2024 0:00;25,52917861;60,64328639
;;
